t;Ep;Ec;Em;
0.747;-13.6;1.77;-11.8;
0.748;-13.6;1.78;-11.8;
0.749;-13.6;1.78;-11.8;
0.75;-13.6;1.78;-11.8;
0.751;-13.6;1.79;-11.8;
0.752;-13.6;1.79;-11.8;
0.753;-13.6;1.79;-11.8;
0.754;-13.6;1.8;-11.8;
0.755;-13.6;1.8;-11.8;
0.756;-13.6;1.8;-11.8;
0.757;-13.6;1.81;-11.8;
0.758;-13.7;1.81;-11.8;
0.759;-13.7;1.81;-11.8;
0.76;-13.7;1.82;-11.8;
0.761;-13.7;1.82;-11.8;
0.762;-13.7;1.83;-11.8;
0.763;-13.7;1.83;-11.8;
0.764;-13.7;1.83;-11.8;
0.765;-13.7;1.84;-11.8;
0.766;-13.7;1.84;-11.8;
0.767;-13.7;1.85;-11.8;
0.768;-13.7;1.85;-11.8;
0.769;-13.7;1.85;-11.8;
0.77;-13.7;1.86;-11.8;
0.771;-13.7;1.86;-11.8;
0.772;-13.7;1.86;-11.8;
0.773;-13.7;1.87;-11.8;
0.774;-13.7;1.87;-11.8;
0.775;-13.7;1.88;-11.8;
0.776;-13.7;1.88;-11.8;
0.777;-13.7;1.88;-11.8;
0.778;-13.7;1.89;-11.8;
0.779;-13.7;1.89;-11.8;
0.78;-13.7;1.9;-11.8;
0.781;-13.7;1.9;-11.8;
0.782;-13.7;1.91;-11.8;
0.783;-13.8;1.91;-11.8;
0.784;-13.8;1.91;-11.8;
0.785;-13.8;1.92;-11.8;
0.786;-13.8;1.92;-11.8;
0.787;-13.8;1.93;-11.8;
0.788;-13.8;1.93;-11.8;
0.789;-13.8;1.93;-11.8;
0.79;-13.8;1.94;-11.8;
0.791;-13.8;1.94;-11.8;
0.792;-13.8;1.95;-11.8;
0.793;-13.8;1.95;-11.8;
0.794;-13.8;1.96;-11.8;
0.795;-13.8;1.96;-11.8;
0.796;-13.8;1.96;-11.8;
0.797;-13.8;1.97;-11.8;
0.798;-13.8;1.97;-11.8;
0.799;-13.8;1.98;-11.8;
0.8;-13.8;1.98;-11.8;
0.801;-13.8;1.99;-11.8;
0.802;-13.8;1.99;-11.8;
0.803;-13.8;1.99;-11.8;
0.804;-13.8;2;-11.8;
0.805;-13.8;2;-11.8;
0.806;-13.8;2.01;-11.8;
0.807;-13.9;2.01;-11.8;
0.808;-13.9;2.01;-11.8;
0.809;-13.9;2.02;-11.8;
0.81;-13.9;2.02;-11.8;
0.811;-13.9;2.03;-11.8;
0.812;-13.9;2.03;-11.8;
0.813;-13.9;2.04;-11.8;
0.814;-13.9;2.04;-11.8;
0.815;-13.9;2.04;-11.8;
0.816;-13.9;2.05;-11.8;
0.817;-13.9;2.05;-11.8;
0.818;-13.9;2.06;-11.8;
0.819;-13.9;2.06;-11.8;
0.82;-13.9;2.07;-11.8;
0.821;-13.9;2.07;-11.8;
0.822;-13.9;2.07;-11.8;
0.823;-13.9;2.08;-11.8;
0.824;-13.9;2.08;-11.8;
0.825;-13.9;2.09;-11.8;
0.826;-13.9;2.09;-11.8;
0.827;-13.9;2.09;-11.8;
0.828;-13.9;2.1;-11.8;
0.829;-13.9;2.1;-11.8;
0.83;-13.9;2.11;-11.8;
0.831;-14;2.11;-11.8;
0.832;-14;2.11;-11.8;
0.833;-14;2.12;-11.8;
0.834;-14;2.12;-11.8;
0.835;-14;2.13;-11.8;
0.836;-14;2.13;-11.8;
0.837;-14;2.13;-11.8;
0.838;-14;2.14;-11.8;
0.839;-14;2.14;-11.8;
0.84;-14;2.15;-11.8;
0.841;-14;2.15;-11.8;
0.842;-14;2.15;-11.8;
0.843;-14;2.16;-11.8;
0.844;-14;2.16;-11.8;
0.845;-14;2.16;-11.8;
0.846;-14;2.17;-11.8;
0.847;-14;2.17;-11.8;
0.848;-14;2.17;-11.8;
0.849;-14;2.18;-11.8;
0.85;-14;2.18;-11.8;
0.851;-14;2.18;-11.8;
0.852;-14;2.19;-11.8;
0.853;-14;2.19;-11.8;
0.854;-14;2.19;-11.8;
0.855;-14;2.2;-11.8;
0.856;-14;2.2;-11.8;
0.857;-14;2.2;-11.8;
0.858;-14;2.21;-11.8;
0.859;-14.1;2.21;-11.8;
0.86;-14.1;2.21;-11.8;
0.861;-14.1;2.22;-11.8;
0.862;-14.1;2.22;-11.8;
0.863;-14.1;2.22;-11.8;
0.864;-14.1;2.23;-11.8;
0.865;-14.1;2.23;-11.8;
0.866;-14.1;2.23;-11.8;
0.867;-14.1;2.23;-11.8;
0.868;-14.1;2.24;-11.8;
0.869;-14.1;2.24;-11.8;
0.87;-14.1;2.24;-11.8;
0.871;-14.1;2.24;-11.8;
0.872;-14.1;2.25;-11.8;
0.873;-14.1;2.25;-11.8;
0.874;-14.1;2.25;-11.8;
0.875;-14.1;2.25;-11.8;
0.876;-14.1;2.25;-11.8;
0.877;-14.1;2.26;-11.8;
0.878;-14.1;2.26;-11.8;
0.879;-14.1;2.26;-11.8;
0.88;-14.1;2.26;-11.8;
0.881;-14.1;2.26;-11.8;
0.882;-14.1;2.27;-11.8;
0.883;-14.1;2.27;-11.8;
0.884;-14.1;2.27;-11.8;
0.885;-14.1;2.27;-11.8;
0.886;-14.1;2.27;-11.8;
0.887;-14.1;2.27;-11.8;
0.888;-14.1;2.27;-11.8;
0.889;-14.1;2.27;-11.8;
0.89;-14.1;2.28;-11.8;
0.891;-14.1;2.28;-11.8;
0.892;-14.1;2.28;-11.8;
0.893;-14.1;2.28;-11.8;
0.894;-14.1;2.28;-11.8;
0.895;-14.1;2.28;-11.8;
0.896;-14.1;2.28;-11.8;
0.897;-14.1;2.28;-11.8;
0.898;-14.1;2.28;-11.8;
0.899;-14.1;2.28;-11.8;
0.9;-14.1;2.28;-11.8;
0.901;-14.1;2.28;-11.8;
0.902;-14.1;2.28;-11.8;
0.903;-14.1;2.28;-11.8;
0.904;-14.1;2.28;-11.8;
0.905;-14.1;2.28;-11.8;
0.906;-14.1;2.28;-11.8;
0.907;-14.1;2.28;-11.8;
0.908;-14.1;2.28;-11.8;
0.909;-14.1;2.28;-11.8;
0.91;-14.1;2.28;-11.8;
0.911;-14.1;2.28;-11.8;
0.912;-14.1;2.28;-11.8;
0.913;-14.1;2.28;-11.8;
0.914;-14.1;2.27;-11.8;
0.915;-14.1;2.27;-11.8;
0.916;-14.1;2.27;-11.8;
0.917;-14.1;2.27;-11.8;
0.918;-14.1;2.27;-11.8;
0.919;-14.1;2.27;-11.8;
0.92;-14.1;2.27;-11.8;
0.921;-14.1;2.26;-11.8;
0.922;-14.1;2.26;-11.8;
0.923;-14.1;2.26;-11.8;
0.924;-14.1;2.26;-11.8;
0.925;-14.1;2.26;-11.8;
0.926;-14.1;2.25;-11.8;
0.927;-14.1;2.25;-11.8;
0.928;-14.1;2.25;-11.8;
0.929;-14.1;2.25;-11.8;
0.93;-14.1;2.24;-11.8;
0.931;-14.1;2.24;-11.8;
0.932;-14.1;2.24;-11.8;
0.933;-14.1;2.24;-11.8;
0.934;-14.1;2.23;-11.8;
0.935;-14.1;2.23;-11.8;
0.936;-14.1;2.23;-11.8;
0.937;-14.1;2.22;-11.8;
0.938;-14.1;2.22;-11.8;
0.939;-14.1;2.22;-11.8;
0.94;-14.1;2.21;-11.8;
0.941;-14.1;2.21;-11.8;
0.942;-14;2.21;-11.8;
0.943;-14;2.2;-11.8;
0.944;-14;2.2;-11.8;
0.945;-14;2.19;-11.8;
0.946;-14;2.19;-11.8;
0.947;-14;2.18;-11.8;
0.948;-14;2.18;-11.8;
0.949;-14;2.18;-11.8;
0.95;-14;2.17;-11.8;
0.951;-14;2.17;-11.8;
0.952;-14;2.16;-11.8;
0.953;-14;2.16;-11.8;
0.954;-14;2.15;-11.8;
0.955;-14;2.15;-11.8;
0.956;-14;2.14;-11.8;
0.957;-14;2.14;-11.8;
0.958;-14;2.13;-11.8;
0.959;-14;2.13;-11.8;
0.96;-14;2.12;-11.8;
0.961;-14;2.12;-11.8;
0.962;-14;2.11;-11.8;
0.963;-13.9;2.11;-11.8;
0.964;-13.9;2.1;-11.8;
0.965;-13.9;2.09;-11.8;
0.966;-13.9;2.09;-11.8;
0.967;-13.9;2.08;-11.8;
0.968;-13.9;2.08;-11.8;
0.969;-13.9;2.07;-11.8;
0.97;-13.9;2.06;-11.8;
0.971;-13.9;2.06;-11.8;
0.972;-13.9;2.05;-11.8;
0.973;-13.9;2.05;-11.8;
0.974;-13.9;2.04;-11.8;
0.975;-13.9;2.03;-11.8;
0.976;-13.9;2.03;-11.8;
0.977;-13.9;2.02;-11.8;
0.978;-13.9;2.01;-11.8;
0.979;-13.8;2.01;-11.8;
0.98;-13.8;2;-11.8;
0.981;-13.8;1.99;-11.8;
0.982;-13.8;1.99;-11.8;
0.983;-13.8;1.98;-11.8;
0.984;-13.8;1.97;-11.8;
0.985;-13.8;1.97;-11.8;
0.986;-13.8;1.96;-11.8;
0.987;-13.8;1.95;-11.8;
0.988;-13.8;1.94;-11.8;
0.989;-13.8;1.94;-11.8;
0.99;-13.8;1.93;-11.8;
0.991;-13.8;1.92;-11.8;
0.992;-13.8;1.91;-11.8;
0.993;-13.7;1.91;-11.8;
0.994;-13.7;1.9;-11.8;
0.995;-13.7;1.89;-11.8;
0.996;-13.7;1.88;-11.8;
0.997;-13.7;1.88;-11.8;
0.998;-13.7;1.87;-11.8;
0.999;-13.7;1.86;-11.8;
1;-13.7;1.85;-11.8;
1;-13.7;1.85;-11.8;
1;-13.7;1.84;-11.8;
1;-13.7;1.83;-11.8;
1;-13.7;1.82;-11.8;
1.01;-13.7;1.81;-11.8;
1.01;-13.6;1.81;-11.8;
1.01;-13.6;1.8;-11.8;
1.01;-13.6;1.79;-11.8;
1.01;-13.6;1.78;-11.8;
1.01;-13.6;1.77;-11.8;
1.01;-13.6;1.77;-11.8;
1.01;-13.6;1.76;-11.8;
1.01;-13.6;1.75;-11.8;
1.01;-13.6;1.74;-11.8;
1.01;-13.6;1.73;-11.8;
1.02;-13.6;1.72;-11.8;
1.02;-13.6;1.72;-11.8;
1.02;-13.5;1.71;-11.8;
1.02;-13.5;1.7;-11.8;
1.02;-13.5;1.69;-11.8;
1.02;-13.5;1.68;-11.8;
1.02;-13.5;1.67;-11.8;
1.02;-13.5;1.67;-11.8;
1.02;-13.5;1.66;-11.8;
1.02;-13.5;1.65;-11.8;
1.03;-13.5;1.64;-11.8;
1.03;-13.5;1.63;-11.8;
1.03;-13.5;1.62;-11.8;
1.03;-13.5;1.61;-11.8;
1.03;-13.4;1.61;-11.8;
1.03;-13.4;1.6;-11.8;
1.03;-13.4;1.59;-11.8;
1.03;-13.4;1.58;-11.8;
1.03;-13.4;1.57;-11.8;
1.03;-13.4;1.56;-11.8;
1.04;-13.4;1.55;-11.8;
1.04;-13.4;1.55;-11.8;
1.04;-13.4;1.54;-11.8;
1.04;-13.4;1.53;-11.8;
1.04;-13.4;1.52;-11.8;
1.04;-13.4;1.51;-11.8;
1.04;-13.3;1.5;-11.8;
1.04;-13.3;1.49;-11.8;
1.04;-13.3;1.48;-11.8;
1.04;-13.3;1.48;-11.8;
1.05;-13.3;1.47;-11.8;
1.05;-13.3;1.46;-11.8;
1.05;-13.3;1.45;-11.8;
1.05;-13.3;1.44;-11.8;
1.05;-13.3;1.43;-11.8;
1.05;-13.3;1.42;-11.8;
1.05;-13.3;1.41;-11.8;
1.05;-13.2;1.4;-11.8;
1.05;-13.2;1.4;-11.8;
1.05;-13.2;1.39;-11.8;
1.06;-13.2;1.38;-11.8;
1.06;-13.2;1.37;-11.8;
1.06;-13.2;1.36;-11.8;
1.06;-13.2;1.35;-11.8;
1.06;-13.2;1.34;-11.8;
1.06;-13.2;1.33;-11.8;
1.06;-13.2;1.33;-11.8;
1.06;-13.2;1.32;-11.8;
1.06;-13.1;1.31;-11.8;
1.06;-13.1;1.3;-11.8;
1.07;-13.1;1.29;-11.8;
1.07;-13.1;1.28;-11.8;
1.07;-13.1;1.27;-11.8;
1.07;-13.1;1.26;-11.8;
1.07;-13.1;1.26;-11.8;
1.07;-13.1;1.25;-11.8;
1.07;-13.1;1.24;-11.8;
1.07;-13.1;1.23;-11.8;
1.07;-13.1;1.22;-11.8;
1.07;-13.1;1.21;-11.8;
1.08;-13;1.2;-11.8;
1.08;-13;1.19;-11.8;
1.08;-13;1.19;-11.8;
1.08;-13;1.18;-11.8;
1.08;-13;1.17;-11.8;
1.08;-13;1.16;-11.8;
1.08;-13;1.15;-11.8;
1.08;-13;1.14;-11.8;
1.08;-13;1.13;-11.8;
1.08;-13;1.13;-11.8;
1.09;-13;1.12;-11.8;
1.09;-13;1.11;-11.8;
1.09;-12.9;1.1;-11.8;
1.09;-12.9;1.09;-11.8;
1.09;-12.9;1.08;-11.8;
1.09;-12.9;1.08;-11.8;
1.09;-12.9;1.07;-11.8;
1.09;-12.9;1.06;-11.8;
1.09;-12.9;1.05;-11.8;
1.09;-12.9;1.04;-11.8;
1.1;-12.9;1.03;-11.8;
1.1;-12.9;1.02;-11.8;
1.1;-12.9;1.02;-11.8;
1.1;-12.8;1.01;-11.8;
1.1;-12.8;1;-11.8;
1.1;-12.8;0.991;-11.8;
1.1;-12.8;0.983;-11.8;
1.1;-12.8;0.975;-11.8;
1.1;-12.8;0.967;-11.8;
1.1;-12.8;0.959;-11.8;
1.11;-12.8;0.95;-11.8;
1.11;-12.8;0.942;-11.8;
1.11;-12.8;0.934;-11.8;
1.11;-12.8;0.926;-11.8;
1.11;-12.8;0.918;-11.8;
1.11;-12.8;0.91;-11.8;
1.11;-12.7;0.902;-11.8;
1.11;-12.7;0.894;-11.8;
1.11;-12.7;0.886;-11.8;
1.11;-12.7;0.878;-11.8;
1.12;-12.7;0.87;-11.8;
1.12;-12.7;0.862;-11.8;
1.12;-12.7;0.854;-11.8;
1.12;-12.7;0.847;-11.8;
1.12;-12.7;0.839;-11.8;
1.12;-12.7;0.831;-11.8;
1.12;-12.7;0.823;-11.8;
1.12;-12.7;0.815;-11.8;
1.12;-12.6;0.808;-11.8;
1.12;-12.6;0.8;-11.8;
1.13;-12.6;0.792;-11.8;
1.13;-12.6;0.785;-11.8;
1.13;-12.6;0.777;-11.8;
1.13;-12.6;0.77;-11.8;
1.13;-12.6;0.762;-11.8;
1.13;-12.6;0.754;-11.8;
1.13;-12.6;0.747;-11.8;
1.13;-12.6;0.74;-11.8;
1.13;-12.6;0.732;-11.8;
1.13;-12.6;0.725;-11.8;
1.14;-12.6;0.717;-11.8;
1.14;-12.6;0.71;-11.8;
1.14;-12.5;0.703;-11.8;
1.14;-12.5;0.695;-11.8;
1.14;-12.5;0.688;-11.8;
1.14;-12.5;0.681;-11.8;
1.14;-12.5;0.674;-11.8;
1.14;-12.5;0.667;-11.8;
1.14;-12.5;0.659;-11.8;
1.14;-12.5;0.652;-11.8;
1.15;-12.5;0.645;-11.8;
1.15;-12.5;0.638;-11.8;
1.15;-12.5;0.631;-11.8;
1.15;-12.5;0.624;-11.8;
1.15;-12.5;0.617;-11.8;
1.15;-12.5;0.61;-11.8;
1.15;-12.4;0.604;-11.8;
1.15;-12.4;0.597;-11.8;
1.15;-12.4;0.59;-11.8;
1.15;-12.4;0.583;-11.8;
1.16;-12.4;0.576;-11.8;
1.16;-12.4;0.57;-11.8;
1.16;-12.4;0.563;-11.8;
1.16;-12.4;0.556;-11.8;
1.16;-12.4;0.55;-11.8;
1.16;-12.4;0.543;-11.8;
1.16;-12.4;0.537;-11.8;
1.16;-12.4;0.53;-11.8;
1.16;-12.4;0.524;-11.8;
1.16;-12.4;0.517;-11.8;
1.17;-12.4;0.511;-11.8;
1.17;-12.3;0.505;-11.8;
1.17;-12.3;0.498;-11.8;
1.17;-12.3;0.492;-11.8;
1.17;-12.3;0.486;-11.8;
1.17;-12.3;0.48;-11.8;
1.17;-12.3;0.473;-11.8;
1.17;-12.3;0.467;-11.8;
1.17;-12.3;0.461;-11.8;
1.17;-12.3;0.455;-11.8;
1.18;-12.3;0.449;-11.8;
1.18;-12.3;0.443;-11.8;
1.18;-12.3;0.437;-11.8;
1.18;-12.3;0.431;-11.8;
1.18;-12.3;0.425;-11.8;
1.18;-12.3;0.419;-11.8;
1.18;-12.3;0.414;-11.8;
1.18;-12.2;0.408;-11.8;
1.18;-12.2;0.402;-11.8;
1.18;-12.2;0.396;-11.8;
1.19;-12.2;0.391;-11.8;
1.19;-12.2;0.385;-11.8;
1.19;-12.2;0.379;-11.8;
1.19;-12.2;0.374;-11.8;
1.19;-12.2;0.368;-11.8;
1.19;-12.2;0.363;-11.8;
1.19;-12.2;0.357;-11.8;
1.19;-12.2;0.352;-11.8;
1.19;-12.2;0.347;-11.8;
1.19;-12.2;0.341;-11.8;
1.2;-12.2;0.336;-11.8;
1.2;-12.2;0.331;-11.8;
1.2;-12.2;0.326;-11.8;
1.2;-12.2;0.321;-11.8;
1.2;-12.2;0.315;-11.8;
1.2;-12.2;0.31;-11.8;
1.2;-12.1;0.305;-11.8;
1.2;-12.1;0.3;-11.8;
1.2;-12.1;0.295;-11.8;
1.2;-12.1;0.29;-11.8;
1.21;-12.1;0.285;-11.8;
1.21;-12.1;0.281;-11.8;
1.21;-12.1;0.276;-11.8;
1.21;-12.1;0.271;-11.8;
1.21;-12.1;0.266;-11.8;
1.21;-12.1;0.262;-11.8;
1.21;-12.1;0.257;-11.8;
1.21;-12.1;0.252;-11.8;
1.21;-12.1;0.248;-11.8;
1.21;-12.1;0.243;-11.8;
1.22;-12.1;0.239;-11.8;
1.22;-12.1;0.234;-11.8;
1.22;-12.1;0.23;-11.8;
1.22;-12.1;0.225;-11.8;
1.22;-12.1;0.221;-11.8;
1.22;-12.1;0.217;-11.8;
1.22;-12.1;0.213;-11.8;
1.22;-12.1;0.208;-11.8;
1.22;-12;0.204;-11.8;
1.22;-12;0.2;-11.8;
1.23;-12;0.196;-11.8;
1.23;-12;0.192;-11.8;
1.23;-12;0.188;-11.8;
1.23;-12;0.184;-11.8;
1.23;-12;0.18;-11.8;
1.23;-12;0.176;-11.8;
1.23;-12;0.172;-11.8;
1.23;-12;0.168;-11.8;
1.23;-12;0.165;-11.8;
1.23;-12;0.161;-11.8;
1.24;-12;0.157;-11.8;
1.24;-12;0.154;-11.8;
1.24;-12;0.15;-11.8;
1.24;-12;0.146;-11.8;
1.24;-12;0.143;-11.8;
1.24;-12;0.14;-11.8;
1.24;-12;0.136;-11.8;
1.24;-12;0.133;-11.8;
1.24;-12;0.129;-11.8;
1.24;-12;0.126;-11.8;
1.25;-12;0.123;-11.8;
1.25;-12;0.12;-11.8;
1.25;-12;0.116;-11.8;
1.25;-12;0.113;-11.8;
1.25;-12;0.11;-11.8;
1.25;-11.9;0.107;-11.8;
1.25;-11.9;0.104;-11.8;
1.25;-11.9;0.101;-11.8;
1.25;-11.9;0.0982;-11.8;
1.25;-11.9;0.0953;-11.8;
1.26;-11.9;0.0925;-11.8;
1.26;-11.9;0.0897;-11.8;
1.26;-11.9;0.0869;-11.8;
1.26;-11.9;0.0842;-11.8;
1.26;-11.9;0.0815;-11.8;
1.26;-11.9;0.0789;-11.8;
1.26;-11.9;0.0763;-11.8;
1.26;-11.9;0.0738;-11.8;
1.26;-11.9;0.0713;-11.8;
1.26;-11.9;0.0688;-11.8;
1.27;-11.9;0.0664;-11.8;
1.27;-11.9;0.064;-11.8;
1.27;-11.9;0.0617;-11.8;
1.27;-11.9;0.0594;-11.8;
1.27;-11.9;0.0572;-11.8;
1.27;-11.9;0.055;-11.8;
1.27;-11.9;0.0528;-11.8;
1.27;-11.9;0.0507;-11.8;
1.27;-11.9;0.0486;-11.8;
1.27;-11.9;0.0466;-11.8;
1.28;-11.9;0.0446;-11.8;
1.28;-11.9;0.0427;-11.8;
1.28;-11.9;0.0408;-11.8;
1.28;-11.9;0.0389;-11.8;
1.28;-11.9;0.0371;-11.8;
1.28;-11.9;0.0353;-11.8;
1.28;-11.9;0.0336;-11.8;
1.28;-11.9;0.0319;-11.8;
1.28;-11.9;0.0303;-11.8;
1.28;-11.9;0.0287;-11.8;
1.29;-11.9;0.0271;-11.8;
1.29;-11.9;0.0256;-11.8;
1.29;-11.9;0.0241;-11.8;
1.29;-11.9;0.0227;-11.8;
1.29;-11.9;0.0213;-11.8;
1.29;-11.9;0.02;-11.8;
1.29;-11.9;0.0187;-11.8;
1.29;-11.9;0.0174;-11.8;
1.29;-11.9;0.0162;-11.8;
1.29;-11.9;0.0151;-11.8;
1.3;-11.9;0.0139;-11.8;
1.3;-11.9;0.0129;-11.8;
1.3;-11.9;0.0118;-11.8;
1.3;-11.9;0.0108;-11.8;
1.3;-11.9;0.00989;-11.8;
1.3;-11.9;0.00898;-11.8;
1.3;-11.8;0.00812;-11.8;
1.3;-11.8;0.0073;-11.8;
1.3;-11.8;0.00653;-11.8;
1.3;-11.8;0.0058;-11.8;
1.31;-11.8;0.00511;-11.8;
1.31;-11.8;0.00446;-11.8;
1.31;-11.8;0.00386;-11.8;
1.31;-11.8;0.0033;-11.8;
1.31;-11.8;0.00279;-11.8;
1.31;-11.8;0.00232;-11.8;
1.31;-11.8;0.00189;-11.8;
1.31;-11.8;0.00151;-11.8;
1.31;-11.8;0.00117;-11.8;
1.31;-11.8;0.000869;-11.8;
1.32;-11.8;0.000616;-11.8;
1.32;-11.8;0.000406;-11.8;
1.32;-11.8;0.00024;-11.8;
1.32;-11.8;0.000118;-11.8;
1.32;-11.8;3.85e-05;-11.8;
1.32;-11.8;2.99e-06;-11.8;
1.32;-11.8;1.1e-05;-11.8;
1.32;-11.8;6.25e-05;-11.8;
1.32;-11.8;0.000158;-11.8;
1.32;-11.8;0.000296;-11.8;
1.33;-11.8;0.000478;-11.8;
1.33;-11.8;0.000704;-11.8;
1.33;-11.8;0.000973;-11.8;
1.33;-11.8;0.00129;-11.8;
1.33;-11.8;0.00164;-11.8;
1.33;-11.8;0.00204;-11.8;
1.33;-11.8;0.00249;-11.8;
1.33;-11.8;0.00297;-11.8;
1.33;-11.8;0.0035;-11.8;
1.33;-11.8;0.00408;-11.8;
1.34;-11.8;0.00469;-11.8;
1.34;-11.8;0.00535;-11.8;
1.34;-11.8;0.00606;-11.8;
1.34;-11.8;0.00681;-11.8;
1.34;-11.8;0.0076;-11.8;
1.34;-11.9;0.00843;-11.8;
1.34;-11.9;0.00931;-11.8;
1.34;-11.9;0.0102;-11.8;
1.34;-11.9;0.0112;-11.8;
1.34;-11.9;0.0122;-11.8;
1.35;-11.9;0.0133;-11.8;
1.35;-11.9;0.0144;-11.8;
1.35;-11.9;0.0155;-11.8;
1.35;-11.9;0.0167;-11.8;
1.35;-11.9;0.0179;-11.8;
1.35;-11.9;0.0192;-11.8;
1.35;-11.9;0.0205;-11.8;
1.35;-11.9;0.0218;-11.8;
1.35;-11.9;0.0232;-11.8;
1.35;-11.9;0.0247;-11.8;
1.36;-11.9;0.0262;-11.8;
1.36;-11.9;0.0277;-11.8;
1.36;-11.9;0.0293;-11.8;
1.36;-11.9;0.0309;-11.8;
1.36;-11.9;0.0325;-11.8;
1.36;-11.9;0.0342;-11.8;
1.36;-11.9;0.036;-11.8;
1.36;-11.9;0.0378;-11.8;
1.36;-11.9;0.0396;-11.8;
1.36;-11.9;0.0415;-11.8;
1.37;-11.9;0.0434;-11.8;
1.37;-11.9;0.0453;-11.8;
1.37;-11.9;0.0473;-11.8;
1.37;-11.9;0.0494;-11.8;
1.37;-11.9;0.0515;-11.8;
1.37;-11.9;0.0536;-11.8;
1.37;-11.9;0.0558;-11.8;
1.37;-11.9;0.058;-11.8;
1.37;-11.9;0.0603;-11.8;
1.37;-11.9;0.0626;-11.8;
1.38;-11.9;0.0649;-11.8;
1.38;-11.9;0.0673;-11.8;
1.38;-11.9;0.0697;-11.8;
1.38;-11.9;0.0722;-11.8;
1.38;-11.9;0.0747;-11.8;
1.38;-11.9;0.0773;-11.8;
1.38;-11.9;0.0799;-11.8;
1.38;-11.9;0.0825;-11.8;
1.38;-11.9;0.0852;-11.8;
1.38;-11.9;0.0879;-11.8;
1.39;-11.9;0.0907;-11.8;
1.39;-11.9;0.0935;-11.8;
1.39;-11.9;0.0964;-11.8;
1.39;-11.9;0.0993;-11.8;
1.39;-11.9;0.102;-11.8;
1.39;-11.9;0.105;-11.8;
1.39;-11.9;0.108;-11.8;
1.39;-12;0.111;-11.8;
1.39;-12;0.114;-11.8;
1.39;-12;0.118;-11.8;
1.4;-12;0.121;-11.8;
1.4;-12;0.124;-11.8;
1.4;-12;0.127;-11.8;
1.4;-12;0.131;-11.8;
1.4;-12;0.134;-11.8;
1.4;-12;0.137;-11.8;
1.4;-12;0.141;-11.8;
1.4;-12;0.144;-11.8;
1.4;-12;0.148;-11.8;
1.4;-12;0.151;-11.8;
1.41;-12;0.155;-11.8;
1.41;-12;0.159;-11.8;
1.41;-12;0.162;-11.8;
1.41;-12;0.166;-11.8;
1.41;-12;0.17;-11.8;
1.41;-12;0.174;-11.8;
1.41;-12;0.178;-11.8;
1.41;-12;0.181;-11.8;
1.41;-12;0.185;-11.8;
1.41;-12;0.189;-11.8;
1.42;-12;0.193;-11.8;
1.42;-12;0.197;-11.8;
1.42;-12;0.202;-11.8;
1.42;-12;0.206;-11.8;
1.42;-12.1;0.21;-11.8;
1.42;-12.1;0.214;-11.8;
1.42;-12.1;0.218;-11.8;
1.42;-12.1;0.223;-11.8;
1.42;-12.1;0.227;-11.8;
1.42;-12.1;0.231;-11.8;
1.43;-12.1;0.236;-11.8;
1.43;-12.1;0.24;-11.8;
1.43;-12.1;0.245;-11.8;
1.43;-12.1;0.249;-11.8;
1.43;-12.1;0.254;-11.8;
1.43;-12.1;0.259;-11.8;
1.43;-12.1;0.263;-11.8;
1.43;-12.1;0.268;-11.8;
1.43;-12.1;0.273;-11.8;
1.43;-12.1;0.278;-11.8;
1.44;-12.1;0.282;-11.8;
1.44;-12.1;0.287;-11.8;
1.44;-12.1;0.292;-11.8;
1.44;-12.1;0.297;-11.8;
1.44;-12.1;0.302;-11.8;
1.44;-12.1;0.307;-11.8;
1.44;-12.2;0.312;-11.8;
1.44;-12.2;0.317;-11.8;
1.44;-12.2;0.322;-11.8;
1.44;-12.2;0.328;-11.8;
1.45;-12.2;0.333;-11.8;
1.45;-12.2;0.338;-11.8;
1.45;-12.2;0.343;-11.8;
1.45;-12.2;0.349;-11.8;
1.45;-12.2;0.354;-11.8;
1.45;-12.2;0.36;-11.8;
1.45;-12.2;0.365;-11.8;
1.45;-12.2;0.37;-11.8;
1.45;-12.2;0.376;-11.8;
1.45;-12.2;0.382;-11.8;
1.46;-12.2;0.387;-11.8;
1.46;-12.2;0.393;-11.8;
1.46;-12.2;0.398;-11.8;
1.46;-12.2;0.404;-11.8;
1.46;-12.3;0.41;-11.8;
1.46;-12.3;0.416;-11.8;
1.46;-12.3;0.422;-11.8;
1.46;-12.3;0.427;-11.8;
1.46;-12.3;0.433;-11.8;
1.46;-12.3;0.439;-11.8;
1.47;-12.3;0.445;-11.8;
1.47;-12.3;0.451;-11.8;
1.47;-12.3;0.457;-11.8;
1.47;-12.3;0.463;-11.8;
1.47;-12.3;0.47;-11.8;
1.47;-12.3;0.476;-11.8;
1.47;-12.3;0.482;-11.8;
1.47;-12.3;0.488;-11.8;
1.47;-12.3;0.494;-11.8;
1.47;-12.3;0.501;-11.8;
1.48;-12.3;0.507;-11.8;
1.48;-12.4;0.513;-11.8;
1.48;-12.4;0.52;-11.8;
1.48;-12.4;0.526;-11.8;
1.48;-12.4;0.533;-11.8;
1.48;-12.4;0.539;-11.8;
1.48;-12.4;0.546;-11.8;
1.48;-12.4;0.552;-11.8;
1.48;-12.4;0.559;-11.8;
1.48;-12.4;0.566;-11.8;
1.49;-12.4;0.572;-11.8;
1.49;-12.4;0.579;-11.8;
