theta0;omega0;theta1;omega1;
1.72;0.468;-21.5;-3.14;
1.72;0.461;-21.5;-3.13;
1.72;0.454;-21.5;-3.13;
1.72;0.447;-21.5;-3.12;
1.72;0.44;-21.5;-3.12;
1.72;0.433;-21.5;-3.11;
1.72;0.426;-21.5;-3.11;
1.73;0.419;-21.5;-3.11;
1.73;0.412;-21.5;-3.1;
1.73;0.405;-21.5;-3.1;
1.73;0.398;-21.5;-3.09;
1.73;0.391;-21.5;-3.09;
1.73;0.384;-21.5;-3.09;
1.73;0.377;-21.5;-3.08;
1.73;0.369;-21.5;-3.08;
1.73;0.362;-21.5;-3.07;
1.73;0.355;-21.5;-3.07;
1.73;0.348;-21.5;-3.06;
1.73;0.341;-21.6;-3.06;
1.73;0.334;-21.6;-3.06;
1.73;0.327;-21.6;-3.05;
1.73;0.319;-21.6;-3.05;
1.73;0.312;-21.6;-3.04;
1.73;0.305;-21.6;-3.04;
1.73;0.298;-21.6;-3.04;
1.73;0.291;-21.6;-3.03;
1.73;0.283;-21.6;-3.03;
1.73;0.276;-21.6;-3.02;
1.73;0.269;-21.6;-3.02;
1.73;0.262;-21.6;-3.01;
1.73;0.255;-21.6;-3.01;
1.73;0.247;-21.6;-3.01;
1.73;0.24;-21.6;-3;
1.73;0.233;-21.6;-3;
1.73;0.226;-21.6;-2.99;
1.73;0.218;-21.6;-2.99;
1.73;0.211;-21.6;-2.99;
1.73;0.204;-21.6;-2.98;
1.73;0.196;-21.6;-2.98;
1.73;0.189;-21.6;-2.97;
1.74;0.182;-21.6;-2.97;
1.74;0.175;-21.6;-2.97;
1.74;0.167;-21.6;-2.96;
1.74;0.16;-21.6;-2.96;
1.74;0.153;-21.6;-2.95;
1.74;0.145;-21.6;-2.95;
1.74;0.138;-21.6;-2.95;
1.74;0.13;-21.6;-2.94;
1.74;0.123;-21.6;-2.94;
1.74;0.116;-21.6;-2.93;
1.74;0.108;-21.6;-2.93;
1.74;0.101;-21.7;-2.93;
1.74;0.0935;-21.7;-2.92;
1.74;0.0861;-21.7;-2.92;
1.74;0.0787;-21.7;-2.91;
1.74;0.0713;-21.7;-2.91;
1.74;0.0639;-21.7;-2.91;
1.74;0.0564;-21.7;-2.9;
1.74;0.049;-21.7;-2.9;
1.74;0.0415;-21.7;-2.89;
1.74;0.0341;-21.7;-2.89;
1.74;0.0266;-21.7;-2.89;
1.74;0.0191;-21.7;-2.88;
1.74;0.0116;-21.7;-2.88;
1.74;0.00414;-21.7;-2.88;
1.74;-0.00336;-21.7;-2.87;
1.74;-0.0109;-21.7;-2.87;
1.74;-0.0184;-21.7;-2.86;
1.74;-0.0259;-21.7;-2.86;
1.74;-0.0334;-21.7;-2.86;
1.74;-0.041;-21.7;-2.85;
1.74;-0.0485;-21.7;-2.85;
1.74;-0.0561;-21.7;-2.85;
1.74;-0.0636;-21.7;-2.84;
1.74;-0.0712;-21.7;-2.84;
1.74;-0.0788;-21.7;-2.83;
1.74;-0.0864;-21.7;-2.83;
1.74;-0.094;-21.7;-2.83;
1.74;-0.102;-21.7;-2.82;
1.74;-0.109;-21.7;-2.82;
1.74;-0.117;-21.7;-2.82;
1.74;-0.124;-21.7;-2.81;
1.74;-0.132;-21.7;-2.81;
1.74;-0.14;-21.7;-2.81;
1.74;-0.147;-21.7;-2.8;
1.74;-0.155;-21.7;-2.8;
1.74;-0.163;-21.8;-2.79;
1.74;-0.17;-21.8;-2.79;
1.74;-0.178;-21.8;-2.79;
1.74;-0.186;-21.8;-2.78;
1.73;-0.193;-21.8;-2.78;
1.73;-0.201;-21.8;-2.78;
1.73;-0.209;-21.8;-2.77;
1.73;-0.216;-21.8;-2.77;
1.73;-0.224;-21.8;-2.77;
1.73;-0.232;-21.8;-2.76;
1.73;-0.24;-21.8;-2.76;
1.73;-0.247;-21.8;-2.76;
1.73;-0.255;-21.8;-2.75;
1.73;-0.263;-21.8;-2.75;
1.73;-0.271;-21.8;-2.75;
1.73;-0.278;-21.8;-2.75;
1.73;-0.286;-21.8;-2.74;
1.73;-0.294;-21.8;-2.74;
1.73;-0.302;-21.8;-2.74;
1.73;-0.31;-21.8;-2.73;
1.73;-0.317;-21.8;-2.73;
1.73;-0.325;-21.8;-2.73;
1.73;-0.333;-21.8;-2.72;
1.73;-0.341;-21.8;-2.72;
1.73;-0.349;-21.8;-2.72;
1.73;-0.356;-21.8;-2.72;
1.73;-0.364;-21.8;-2.71;
1.73;-0.372;-21.8;-2.71;
1.73;-0.38;-21.8;-2.71;
1.73;-0.388;-21.8;-2.7;
1.73;-0.396;-21.8;-2.7;
1.73;-0.404;-21.8;-2.7;
1.73;-0.411;-21.8;-2.7;
1.73;-0.419;-21.8;-2.69;
1.73;-0.427;-21.8;-2.69;
1.73;-0.435;-21.8;-2.69;
1.72;-0.443;-21.8;-2.68;
1.72;-0.451;-21.9;-2.68;
1.72;-0.459;-21.9;-2.68;
1.72;-0.467;-21.9;-2.68;
1.72;-0.475;-21.9;-2.67;
1.72;-0.483;-21.9;-2.67;
1.72;-0.49;-21.9;-2.67;
1.72;-0.498;-21.9;-2.67;
1.72;-0.506;-21.9;-2.67;
1.72;-0.514;-21.9;-2.66;
1.72;-0.522;-21.9;-2.66;
1.72;-0.53;-21.9;-2.66;
1.72;-0.538;-21.9;-2.66;
1.72;-0.546;-21.9;-2.65;
1.72;-0.554;-21.9;-2.65;
1.72;-0.562;-21.9;-2.65;
1.72;-0.57;-21.9;-2.65;
1.72;-0.578;-21.9;-2.65;
1.72;-0.586;-21.9;-2.64;
1.71;-0.594;-21.9;-2.64;
1.71;-0.602;-21.9;-2.64;
1.71;-0.61;-21.9;-2.64;
1.71;-0.618;-21.9;-2.64;
1.71;-0.626;-21.9;-2.63;
1.71;-0.634;-21.9;-2.63;
1.71;-0.642;-21.9;-2.63;
1.71;-0.65;-21.9;-2.63;
1.71;-0.658;-21.9;-2.63;
1.71;-0.666;-21.9;-2.63;
1.71;-0.674;-21.9;-2.62;
1.71;-0.682;-21.9;-2.62;
1.71;-0.69;-21.9;-2.62;
1.71;-0.698;-21.9;-2.62;
1.71;-0.706;-21.9;-2.62;
1.71;-0.714;-21.9;-2.62;
1.7;-0.722;-21.9;-2.62;
1.7;-0.73;-21.9;-2.61;
1.7;-0.738;-21.9;-2.61;
1.7;-0.746;-21.9;-2.61;
1.7;-0.755;-22;-2.61;
1.7;-0.763;-22;-2.61;
1.7;-0.771;-22;-2.61;
1.7;-0.779;-22;-2.61;
1.7;-0.787;-22;-2.61;
1.7;-0.795;-22;-2.61;
1.7;-0.803;-22;-2.61;
1.7;-0.811;-22;-2.6;
1.7;-0.819;-22;-2.6;
1.69;-0.827;-22;-2.6;
1.69;-0.835;-22;-2.6;
1.69;-0.843;-22;-2.6;
1.69;-0.851;-22;-2.6;
1.69;-0.859;-22;-2.6;
1.69;-0.867;-22;-2.6;
1.69;-0.876;-22;-2.6;
1.69;-0.884;-22;-2.6;
1.69;-0.892;-22;-2.6;
1.69;-0.9;-22;-2.6;
1.69;-0.908;-22;-2.6;
1.68;-0.916;-22;-2.6;
1.68;-0.924;-22;-2.6;
1.68;-0.932;-22;-2.6;
1.68;-0.94;-22;-2.6;
1.68;-0.948;-22;-2.6;
1.68;-0.956;-22;-2.6;
1.68;-0.964;-22;-2.6;
1.68;-0.972;-22;-2.6;
1.68;-0.98;-22;-2.6;
1.68;-0.989;-22;-2.6;
1.68;-0.997;-22;-2.6;
1.67;-1;-22;-2.6;
1.67;-1.01;-22;-2.6;
1.67;-1.02;-22;-2.6;
1.67;-1.03;-22;-2.6;
1.67;-1.04;-22;-2.6;
1.67;-1.04;-22;-2.6;
1.67;-1.05;-22;-2.6;
1.67;-1.06;-22.1;-2.61;
1.67;-1.07;-22.1;-2.61;
1.66;-1.08;-22.1;-2.61;
1.66;-1.09;-22.1;-2.61;
1.66;-1.09;-22.1;-2.61;
1.66;-1.1;-22.1;-2.61;
1.66;-1.11;-22.1;-2.61;
1.66;-1.12;-22.1;-2.61;
1.66;-1.13;-22.1;-2.61;
1.66;-1.13;-22.1;-2.62;
1.66;-1.14;-22.1;-2.62;
1.65;-1.15;-22.1;-2.62;
1.65;-1.16;-22.1;-2.62;
1.65;-1.17;-22.1;-2.62;
1.65;-1.17;-22.1;-2.62;
1.65;-1.18;-22.1;-2.63;
1.65;-1.19;-22.1;-2.63;
1.65;-1.2;-22.1;-2.63;
1.65;-1.21;-22.1;-2.63;
1.65;-1.21;-22.1;-2.63;
1.64;-1.22;-22.1;-2.64;
1.64;-1.23;-22.1;-2.64;
1.64;-1.24;-22.1;-2.64;
1.64;-1.25;-22.1;-2.64;
1.64;-1.25;-22.1;-2.65;
1.64;-1.26;-22.1;-2.65;
1.64;-1.27;-22.1;-2.65;
1.64;-1.28;-22.1;-2.65;
1.63;-1.29;-22.1;-2.66;
1.63;-1.29;-22.1;-2.66;
1.63;-1.3;-22.1;-2.66;
1.63;-1.31;-22.1;-2.66;
1.63;-1.32;-22.1;-2.67;
1.63;-1.32;-22.1;-2.67;
1.63;-1.33;-22.1;-2.67;
1.62;-1.34;-22.1;-2.68;
1.62;-1.35;-22.1;-2.68;
1.62;-1.36;-22.1;-2.68;
1.62;-1.36;-22.2;-2.69;
1.62;-1.37;-22.2;-2.69;
1.62;-1.38;-22.2;-2.69;
1.62;-1.39;-22.2;-2.7;
1.62;-1.4;-22.2;-2.7;
1.61;-1.4;-22.2;-2.71;
1.61;-1.41;-22.2;-2.71;
1.61;-1.42;-22.2;-2.71;
1.61;-1.43;-22.2;-2.72;
1.61;-1.43;-22.2;-2.72;
1.61;-1.44;-22.2;-2.73;
1.61;-1.45;-22.2;-2.73;
1.6;-1.46;-22.2;-2.73;
1.6;-1.47;-22.2;-2.74;
1.6;-1.47;-22.2;-2.74;
1.6;-1.48;-22.2;-2.75;
1.6;-1.49;-22.2;-2.75;
1.6;-1.5;-22.2;-2.76;
1.59;-1.5;-22.2;-2.76;
1.59;-1.51;-22.2;-2.77;
1.59;-1.52;-22.2;-2.77;
1.59;-1.53;-22.2;-2.78;
1.59;-1.53;-22.2;-2.78;
1.59;-1.54;-22.2;-2.79;
1.59;-1.55;-22.2;-2.79;
1.58;-1.56;-22.2;-2.8;
1.58;-1.56;-22.2;-2.8;
1.58;-1.57;-22.2;-2.81;
1.58;-1.58;-22.2;-2.82;
1.58;-1.59;-22.2;-2.82;
1.58;-1.59;-22.2;-2.83;
1.57;-1.6;-22.2;-2.83;
1.57;-1.61;-22.2;-2.84;
1.57;-1.62;-22.2;-2.85;
1.57;-1.62;-22.2;-2.85;
1.57;-1.63;-22.2;-2.86;
1.57;-1.64;-22.3;-2.87;
1.57;-1.65;-22.3;-2.87;
1.56;-1.65;-22.3;-2.88;
1.56;-1.66;-22.3;-2.89;
1.56;-1.67;-22.3;-2.89;
1.56;-1.68;-22.3;-2.9;
1.56;-1.68;-22.3;-2.91;
1.56;-1.69;-22.3;-2.91;
1.55;-1.7;-22.3;-2.92;
1.55;-1.71;-22.3;-2.93;
1.55;-1.71;-22.3;-2.93;
1.55;-1.72;-22.3;-2.94;
1.55;-1.73;-22.3;-2.95;
1.54;-1.73;-22.3;-2.96;
1.54;-1.74;-22.3;-2.97;
1.54;-1.75;-22.3;-2.97;
1.54;-1.76;-22.3;-2.98;
1.54;-1.76;-22.3;-2.99;
1.54;-1.77;-22.3;-3;
1.53;-1.78;-22.3;-3.01;
1.53;-1.78;-22.3;-3.01;
1.53;-1.79;-22.3;-3.02;
1.53;-1.8;-22.3;-3.03;
1.53;-1.81;-22.3;-3.04;
1.53;-1.81;-22.3;-3.05;
1.52;-1.82;-22.3;-3.06;
1.52;-1.83;-22.3;-3.07;
1.52;-1.83;-22.3;-3.07;
1.52;-1.84;-22.3;-3.08;
1.52;-1.85;-22.3;-3.09;
1.51;-1.85;-22.3;-3.1;
1.51;-1.86;-22.3;-3.11;
1.51;-1.87;-22.3;-3.12;
1.51;-1.87;-22.3;-3.13;
1.51;-1.88;-22.4;-3.14;
1.5;-1.89;-22.4;-3.15;
1.5;-1.89;-22.4;-3.16;
1.5;-1.9;-22.4;-3.17;
1.5;-1.91;-22.4;-3.18;
1.5;-1.91;-22.4;-3.19;
1.5;-1.92;-22.4;-3.2;
1.49;-1.93;-22.4;-3.21;
1.49;-1.93;-22.4;-3.22;
1.49;-1.94;-22.4;-3.23;
1.49;-1.95;-22.4;-3.24;
1.49;-1.95;-22.4;-3.25;
1.48;-1.96;-22.4;-3.27;
1.48;-1.97;-22.4;-3.28;
1.48;-1.97;-22.4;-3.29;
1.48;-1.98;-22.4;-3.3;
1.48;-1.98;-22.4;-3.31;
1.47;-1.99;-22.4;-3.32;
1.47;-2;-22.4;-3.33;
1.47;-2;-22.4;-3.34;
1.47;-2.01;-22.4;-3.36;
1.47;-2.02;-22.4;-3.37;
1.46;-2.02;-22.4;-3.38;
1.46;-2.03;-22.4;-3.39;
1.46;-2.03;-22.4;-3.41;
1.46;-2.04;-22.4;-3.42;
1.46;-2.05;-22.4;-3.43;
1.45;-2.05;-22.4;-3.44;
1.45;-2.06;-22.4;-3.46;
1.45;-2.06;-22.4;-3.47;
1.45;-2.07;-22.5;-3.48;
1.45;-2.08;-22.5;-3.49;
1.44;-2.08;-22.5;-3.51;
1.44;-2.09;-22.5;-3.52;
1.44;-2.09;-22.5;-3.53;
1.44;-2.1;-22.5;-3.55;
1.43;-2.1;-22.5;-3.56;
1.43;-2.11;-22.5;-3.57;
1.43;-2.11;-22.5;-3.59;
1.43;-2.12;-22.5;-3.6;
1.43;-2.13;-22.5;-3.62;
1.42;-2.13;-22.5;-3.63;
1.42;-2.14;-22.5;-3.64;
1.42;-2.14;-22.5;-3.66;
1.42;-2.15;-22.5;-3.67;
1.42;-2.15;-22.5;-3.69;
1.41;-2.16;-22.5;-3.7;
1.41;-2.16;-22.5;-3.72;
1.41;-2.17;-22.5;-3.73;
1.41;-2.17;-22.5;-3.75;
1.4;-2.18;-22.5;-3.76;
1.4;-2.18;-22.5;-3.78;
1.4;-2.19;-22.5;-3.79;
1.4;-2.19;-22.5;-3.81;
1.4;-2.2;-22.5;-3.82;
1.39;-2.2;-22.5;-3.84;
1.39;-2.21;-22.5;-3.86;
1.39;-2.21;-22.6;-3.87;
1.39;-2.22;-22.6;-3.89;
1.39;-2.22;-22.6;-3.9;
1.38;-2.23;-22.6;-3.92;
1.38;-2.23;-22.6;-3.94;
1.38;-2.23;-22.6;-3.95;
1.38;-2.24;-22.6;-3.97;
1.37;-2.24;-22.6;-3.99;
1.37;-2.25;-22.6;-4;
1.37;-2.25;-22.6;-4.02;
1.37;-2.26;-22.6;-4.04;
1.37;-2.26;-22.6;-4.06;
1.36;-2.26;-22.6;-4.07;
1.36;-2.27;-22.6;-4.09;
1.36;-2.27;-22.6;-4.11;
1.36;-2.28;-22.6;-4.13;
1.35;-2.28;-22.6;-4.14;
1.35;-2.28;-22.6;-4.16;
1.35;-2.29;-22.6;-4.18;
1.35;-2.29;-22.6;-4.2;
1.34;-2.3;-22.6;-4.22;
1.34;-2.3;-22.6;-4.24;
1.34;-2.3;-22.6;-4.25;
1.34;-2.31;-22.6;-4.27;
1.34;-2.31;-22.6;-4.29;
1.33;-2.31;-22.7;-4.31;
1.33;-2.32;-22.7;-4.33;
1.33;-2.32;-22.7;-4.35;
1.33;-2.32;-22.7;-4.37;
1.32;-2.33;-22.7;-4.39;
1.32;-2.33;-22.7;-4.41;
1.32;-2.33;-22.7;-4.43;
1.32;-2.33;-22.7;-4.45;
1.31;-2.34;-22.7;-4.47;
1.31;-2.34;-22.7;-4.49;
1.31;-2.34;-22.7;-4.51;
1.31;-2.35;-22.7;-4.53;
1.31;-2.35;-22.7;-4.55;
1.3;-2.35;-22.7;-4.57;
1.3;-2.35;-22.7;-4.59;
1.3;-2.36;-22.7;-4.61;
1.3;-2.36;-22.7;-4.63;
1.29;-2.36;-22.7;-4.65;
1.29;-2.36;-22.7;-4.67;
1.29;-2.36;-22.7;-4.7;
1.29;-2.37;-22.7;-4.72;
1.28;-2.37;-22.7;-4.74;
1.28;-2.37;-22.8;-4.76;
1.28;-2.37;-22.8;-4.78;
1.28;-2.37;-22.8;-4.8;
1.27;-2.38;-22.8;-4.83;
1.27;-2.38;-22.8;-4.85;
1.27;-2.38;-22.8;-4.87;
1.27;-2.38;-22.8;-4.89;
1.26;-2.38;-22.8;-4.92;
1.26;-2.38;-22.8;-4.94;
1.26;-2.38;-22.8;-4.96;
1.26;-2.39;-22.8;-4.99;
1.26;-2.39;-22.8;-5.01;
1.25;-2.39;-22.8;-5.03;
1.25;-2.39;-22.8;-5.06;
1.25;-2.39;-22.8;-5.08;
1.25;-2.39;-22.8;-5.1;
1.24;-2.39;-22.8;-5.13;
1.24;-2.39;-22.8;-5.15;
1.24;-2.39;-22.8;-5.17;
1.24;-2.39;-22.8;-5.2;
1.23;-2.39;-22.9;-5.22;
1.23;-2.39;-22.9;-5.25;
1.23;-2.39;-22.9;-5.27;
1.23;-2.39;-22.9;-5.3;
1.22;-2.39;-22.9;-5.32;
1.22;-2.39;-22.9;-5.35;
1.22;-2.39;-22.9;-5.37;
1.22;-2.39;-22.9;-5.4;
1.21;-2.39;-22.9;-5.42;
1.21;-2.39;-22.9;-5.45;
1.21;-2.39;-22.9;-5.48;
1.21;-2.39;-22.9;-5.5;
1.21;-2.39;-22.9;-5.53;
1.2;-2.39;-22.9;-5.55;
1.2;-2.39;-22.9;-5.58;
1.2;-2.39;-22.9;-5.61;
1.2;-2.39;-22.9;-5.63;
1.19;-2.38;-22.9;-5.66;
1.19;-2.38;-23;-5.69;
1.19;-2.38;-23;-5.71;
1.19;-2.38;-23;-5.74;
1.18;-2.38;-23;-5.77;
1.18;-2.38;-23;-5.8;
1.18;-2.38;-23;-5.82;
1.18;-2.37;-23;-5.85;
1.17;-2.37;-23;-5.88;
1.17;-2.37;-23;-5.91;
1.17;-2.37;-23;-5.94;
1.17;-2.36;-23;-5.97;
1.16;-2.36;-23;-5.99;
1.16;-2.36;-23;-6.02;
1.16;-2.36;-23;-6.05;
1.16;-2.35;-23;-6.08;
1.16;-2.35;-23;-6.11;
1.15;-2.35;-23;-6.14;
1.15;-2.35;-23.1;-6.17;
1.15;-2.34;-23.1;-6.2;
1.15;-2.34;-23.1;-6.23;
1.14;-2.34;-23.1;-6.26;
1.14;-2.33;-23.1;-6.29;
1.14;-2.33;-23.1;-6.32;
1.14;-2.32;-23.1;-6.35;
1.13;-2.32;-23.1;-6.38;
1.13;-2.32;-23.1;-6.41;
1.13;-2.31;-23.1;-6.44;
1.13;-2.31;-23.1;-6.47;
1.12;-2.3;-23.1;-6.5;
1.12;-2.3;-23.1;-6.54;
1.12;-2.3;-23.1;-6.57;
1.12;-2.29;-23.1;-6.6;
1.12;-2.29;-23.1;-6.63;
1.11;-2.28;-23.2;-6.66;
1.11;-2.28;-23.2;-6.7;
1.11;-2.27;-23.2;-6.73;
1.11;-2.27;-23.2;-6.76;
1.1;-2.26;-23.2;-6.79;
1.1;-2.26;-23.2;-6.83;
1.1;-2.25;-23.2;-6.86;
1.1;-2.24;-23.2;-6.89;
1.1;-2.24;-23.2;-6.93;
1.09;-2.23;-23.2;-6.96;
1.09;-2.23;-23.2;-7;
1.09;-2.22;-23.2;-7.03;
1.09;-2.21;-23.2;-7.06;
1.08;-2.21;-23.2;-7.1;
1.08;-2.2;-23.3;-7.13;
1.08;-2.2;-23.3;-7.17;
1.08;-2.19;-23.3;-7.2;
1.08;-2.18;-23.3;-7.24;
1.07;-2.18;-23.3;-7.27;
1.07;-2.17;-23.3;-7.31;
1.07;-2.16;-23.3;-7.34;
1.07;-2.15;-23.3;-7.38;
1.06;-2.15;-23.3;-7.42;
1.06;-2.14;-23.3;-7.45;
1.06;-2.13;-23.3;-7.49;
1.06;-2.12;-23.3;-7.53;
1.06;-2.12;-23.3;-7.56;
1.05;-2.11;-23.3;-7.6;
1.05;-2.1;-23.4;-7.64;
1.05;-2.09;-23.4;-7.67;
1.05;-2.08;-23.4;-7.71;
1.05;-2.07;-23.4;-7.75;
1.04;-2.07;-23.4;-7.79;
1.04;-2.06;-23.4;-7.82;
1.04;-2.05;-23.4;-7.86;
1.04;-2.04;-23.4;-7.9;
1.04;-2.03;-23.4;-7.94;
1.03;-2.02;-23.4;-7.98;
1.03;-2.01;-23.4;-8.02;
1.03;-2;-23.4;-8.06;
1.03;-1.99;-23.4;-8.09;
1.03;-1.99;-23.5;-8.13;
1.02;-1.98;-23.5;-8.17;
1.02;-1.97;-23.5;-8.21;
1.02;-1.96;-23.5;-8.25;
1.02;-1.95;-23.5;-8.29;
1.02;-1.94;-23.5;-8.33;
1.01;-1.93;-23.5;-8.37;
1.01;-1.92;-23.5;-8.41;
1.01;-1.91;-23.5;-8.45;
1.01;-1.9;-23.5;-8.49;
1.01;-1.89;-23.5;-8.53;
1;-1.88;-23.5;-8.57;
1;-1.87;-23.6;-8.62;
1;-1.86;-23.6;-8.66;
0.998;-1.84;-23.6;-8.7;
0.997;-1.83;-23.6;-8.74;
0.995;-1.82;-23.6;-8.78;
0.993;-1.81;-23.6;-8.82;
0.991;-1.8;-23.6;-8.86;
0.989;-1.79;-23.6;-8.9;
0.988;-1.78;-23.6;-8.94;
0.986;-1.77;-23.6;-8.99;
0.984;-1.76;-23.6;-9.03;
0.982;-1.75;-23.7;-9.07;
0.981;-1.74;-23.7;-9.11;
0.979;-1.73;-23.7;-9.15;
0.977;-1.72;-23.7;-9.19;
0.975;-1.71;-23.7;-9.23;
0.974;-1.7;-23.7;-9.27;
0.972;-1.69;-23.7;-9.31;
0.97;-1.67;-23.7;-9.36;
0.969;-1.66;-23.7;-9.4;
0.967;-1.65;-23.7;-9.44;
0.965;-1.64;-23.7;-9.48;
0.964;-1.63;-23.8;-9.52;
0.962;-1.62;-23.8;-9.56;
0.96;-1.61;-23.8;-9.6;
0.959;-1.6;-23.8;-9.64;
0.957;-1.59;-23.8;-9.68;
0.956;-1.58;-23.8;-9.71;
0.954;-1.57;-23.8;-9.75;
0.953;-1.56;-23.8;-9.79;
0.951;-1.56;-23.8;-9.83;
0.949;-1.55;-23.8;-9.87;
0.948;-1.54;-23.9;-9.9;
0.946;-1.53;-23.9;-9.94;
0.945;-1.52;-23.9;-9.98;
0.943;-1.51;-23.9;-10;
0.942;-1.5;-23.9;-10;
0.94;-1.5;-23.9;-10.1;
0.939;-1.49;-23.9;-10.1;
0.937;-1.48;-23.9;-10.1;
0.936;-1.48;-23.9;-10.2;
0.934;-1.47;-23.9;-10.2;
0.933;-1.46;-24;-10.2;
0.931;-1.46;-24;-10.3;
0.93;-1.45;-24;-10.3;
0.929;-1.45;-24;-10.3;
0.927;-1.44;-24;-10.4;
0.926;-1.44;-24;-10.4;
0.924;-1.43;-24;-10.4;
0.923;-1.43;-24;-10.4;
0.921;-1.43;-24;-10.5;
0.92;-1.43;-24;-10.5;
0.918;-1.42;-24.1;-10.5;
0.917;-1.42;-24.1;-10.5;
0.916;-1.42;-24.1;-10.5;
0.914;-1.42;-24.1;-10.6;
0.913;-1.42;-24.1;-10.6;
0.911;-1.42;-24.1;-10.6;
0.91;-1.42;-24.1;-10.6;
0.909;-1.42;-24.1;-10.6;
0.907;-1.43;-24.1;-10.6;
0.906;-1.43;-24.2;-10.7;
0.904;-1.43;-24.2;-10.7;
0.903;-1.43;-24.2;-10.7;
0.901;-1.44;-24.2;-10.7;
0.9;-1.44;-24.2;-10.7;
0.899;-1.45;-24.2;-10.7;
0.897;-1.46;-24.2;-10.7;
0.896;-1.46;-24.2;-10.7;
0.894;-1.47;-24.2;-10.7;
0.893;-1.48;-24.2;-10.7;
0.891;-1.49;-24.3;-10.7;
0.89;-1.5;-24.3;-10.7;
0.888;-1.51;-24.3;-10.7;
0.887;-1.52;-24.3;-10.7;
0.885;-1.53;-24.3;-10.7;
0.884;-1.54;-24.3;-10.7;
0.882;-1.55;-24.3;-10.7;
0.881;-1.56;-24.3;-10.6;
0.879;-1.58;-24.3;-10.6;
0.877;-1.59;-24.4;-10.6;
0.876;-1.6;-24.4;-10.6;
0.874;-1.62;-24.4;-10.6;
0.873;-1.63;-24.4;-10.6;
0.871;-1.65;-24.4;-10.5;
0.869;-1.67;-24.4;-10.5;
0.868;-1.68;-24.4;-10.5;
0.866;-1.7;-24.4;-10.5;
0.864;-1.72;-24.4;-10.5;
0.862;-1.74;-24.5;-10.4;
0.861;-1.76;-24.5;-10.4;
0.859;-1.78;-24.5;-10.4;
0.857;-1.79;-24.5;-10.4;
0.855;-1.81;-24.5;-10.3;
0.853;-1.84;-24.5;-10.3;
0.852;-1.86;-24.5;-10.3;
0.85;-1.88;-24.5;-10.2;
0.848;-1.9;-24.5;-10.2;
0.846;-1.92;-24.5;-10.2;
0.844;-1.94;-24.6;-10.1;
0.842;-1.97;-24.6;-10.1;
0.84;-1.99;-24.6;-10.1;
0.838;-2.01;-24.6;-10;
0.836;-2.03;-24.6;-9.99;
0.834;-2.06;-24.6;-9.95;
0.832;-2.08;-24.6;-9.91;
0.83;-2.11;-24.6;-9.88;
0.828;-2.13;-24.6;-9.84;
0.826;-2.16;-24.6;-9.8;
0.823;-2.18;-24.7;-9.75;
0.821;-2.2;-24.7;-9.71;
0.819;-2.23;-24.7;-9.67;
0.817;-2.26;-24.7;-9.63;
0.815;-2.28;-24.7;-9.59;
0.812;-2.31;-24.7;-9.54;
0.81;-2.33;-24.7;-9.5;
0.808;-2.36;-24.7;-9.46;
0.805;-2.38;-24.7;-9.41;
0.803;-2.41;-24.7;-9.37;
0.8;-2.44;-24.7;-9.32;
0.798;-2.46;-24.8;-9.28;
0.795;-2.49;-24.8;-9.23;
0.793;-2.51;-24.8;-9.18;
0.79;-2.54;-24.8;-9.14;
0.788;-2.57;-24.8;-9.09;
0.785;-2.59;-24.8;-9.04;
0.783;-2.62;-24.8;-9;
0.78;-2.65;-24.8;-8.95;
0.777;-2.67;-24.8;-8.9;
0.775;-2.7;-24.8;-8.85;
0.772;-2.73;-24.8;-8.8;
0.769;-2.75;-24.9;-8.76;
0.766;-2.78;-24.9;-8.71;
0.764;-2.81;-24.9;-8.66;
0.761;-2.83;-24.9;-8.61;
0.758;-2.86;-24.9;-8.56;
0.755;-2.89;-24.9;-8.51;
0.752;-2.91;-24.9;-8.46;
0.749;-2.94;-24.9;-8.41;
0.746;-2.97;-24.9;-8.36;
0.743;-2.99;-24.9;-8.31;
0.74;-3.02;-24.9;-8.26;
0.737;-3.05;-25;-8.21;
0.734;-3.07;-25;-8.16;
0.731;-3.1;-25;-8.1;
0.728;-3.12;-25;-8.05;
0.725;-3.15;-25;-8;
0.722;-3.18;-25;-7.95;
0.719;-3.2;-25;-7.9;
0.715;-3.23;-25;-7.85;
0.712;-3.25;-25;-7.79;
0.709;-3.28;-25;-7.74;
0.706;-3.31;-25;-7.69;
0.702;-3.33;-25;-7.64;
0.699;-3.36;-25;-7.58;
0.696;-3.38;-25.1;-7.53;
0.692;-3.41;-25.1;-7.48;
0.689;-3.43;-25.1;-7.43;
0.685;-3.46;-25.1;-7.37;
0.682;-3.48;-25.1;-7.32;
0.678;-3.51;-25.1;-7.27;
0.675;-3.53;-25.1;-7.21;
0.671;-3.56;-25.1;-7.16;
0.668;-3.58;-25.1;-7.1;
0.664;-3.6;-25.1;-7.05;
0.66;-3.63;-25.1;-7;
0.657;-3.65;-25.1;-6.94;
0.653;-3.68;-25.1;-6.89;
0.65;-3.7;-25.1;-6.83;
0.646;-3.73;-25.2;-6.78;
0.642;-3.75;-25.2;-6.72;
0.638;-3.77;-25.2;-6.67;
0.635;-3.8;-25.2;-6.61;
0.631;-3.82;-25.2;-6.56;
0.627;-3.84;-25.2;-6.5;
